Programozas 2 II. feladat 2012
1. tmax=1e+007, dt=10000, x0=4.6e+010, y0=0, vx0=0, vy0=58980
580000, 3.60548e+010, 3.17505e+010
590000, 3.57292e+010, 3.22163e+010
600000, 3.53995e+010, 3.26782e+010
610000, 3.50654e+010, 3.31363e+010
620000, 3.47273e+010, 3.35905e+010
630000, 3.43851e+010, 3.40407e+010
640000, 3.40388e+010, 3.44869e+010
650000, 3.36886e+010, 3.49291e+010
660000, 3.33344e+010, 3.53672e+010
670000, 3.29764e+010, 3.58012e+010
680000, 3.26146e+010, 3.62312e+010
690000, 3.22491e+010, 3.66569e+010
700000, 3.18798e+010, 3.70785e+010
710000, 3.1507e+010, 3.74959e+010
720000, 3.11306e+010, 3.79091e+010
730000, 3.07507e+010, 3.83179e+010
740000, 3.03674e+010, 3.87225e+010
750000, 2.99806e+010, 3.91228e+010
760000, 2.95906e+010, 3.95187e+010
770000, 2.91973e+010, 3.99103e+010
780000, 2.88008e+010, 4.02975e+010
790000, 2.84011e+010, 4.06803e+010
800000, 2.79983e+010, 4.10587e+010
810000, 2.75926e+010, 4.14326e+010
820000, 2.71838e+010, 4.18021e+010
830000, 2.67721e+010, 4.21671e+010
840000, 2.63576e+010, 4.25276e+010
850000, 2.59403e+010, 4.28836e+010
860000, 2.55203e+010, 4.3235e+010
870000, 2.50976e+010, 4.3582e+010
880000, 2.46722e+010, 4.39244e+010
890000, 2.42443e+010, 4.42622e+010
900000, 2.38139e+010, 4.45955e+010
910000, 2.33811e+010, 4.49241e+010
920000, 2.29458e+010, 4.52482e+010
930000, 2.25082e+010, 4.55677e+010
940000, 2.20684e+010, 4.58826e+010
950000, 2.16263e+010, 4.61928e+010
960000, 2.11821e+010, 4.64985e+010
970000, 2.07357e+010, 4.67995e+010
980000, 2.02873e+010, 4.70959e+010
990000, 1.98369e+010, 4.73876e+010
1e+006, 1.93846e+010, 4.76747e+010
1.01e+006, 1.89304e+010, 4.79572e+010
1.02e+006, 1.84743e+010, 4.8235e+010
1.03e+006, 1.80165e+010, 4.85082e+010
1.04e+006, 1.75569e+010, 4.87767e+010
1.05e+006, 1.70957e+010, 4.90406e+010
1.06e+006, 1.66328e+010, 4.92998e+010
1.07e+006, 1.61684e+010, 4.95544e+010
1.08e+006, 1.57025e+010, 4.98043e+010
1.09e+006, 1.52351e+010, 5.00496e+010
1.1e+006, 1.47663e+010, 5.02902e+010
1.11e+006, 1.42961e+010, 5.05262e+010
1.12e+006, 1.38246e+010, 5.07576e+010
1.13e+006, 1.33518e+010, 5.09844e+010
1.14e+006, 1.28779e+010, 5.12065e+010
1.15e+006, 1.24028e+010, 5.1424e+010
1.16e+006, 1.19265e+010, 5.16369e+010
1.17e+006, 1.14492e+010, 5.18452e+010
1.18e+006, 1.09709e+010, 5.20489e+010
1.19e+006, 1.04916e+010, 5.2248e+010
1.2e+006, 1.00114e+010, 5.24425e+010
1.21e+006, 9.53035e+009, 5.26325e+010
1.22e+006, 9.04845e+009, 5.28178e+010
1.23e+006, 8.56577e+009, 5.29987e+010
1.24e+006, 8.08235e+009, 5.31749e+010
1.25e+006, 7.59824e+009, 5.33467e+010
1.26e+006, 7.11349e+009, 5.35139e+010
1.27e+006, 6.62814e+009, 5.36766e+010
1.28e+006, 6.14223e+009, 5.38348e+010
1.29e+006, 5.65581e+009, 5.39885e+010
1.3e+006, 5.16892e+009, 5.41377e+010
1.31e+006, 4.6816e+009, 5.42824e+010
1.32e+006, 4.1939e+009, 5.44227e+010
1.33e+006, 3.70585e+009, 5.45586e+010
1.34e+006, 3.21751e+009, 5.469e+010
1.35e+006, 2.7289e+009, 5.4817e+010
1.36e+006, 2.24008e+009, 5.49396e+010
1.37e+006, 1.75108e+009, 5.50578e+010
1.38e+006, 1.26194e+009, 5.51717e+010
1.39e+006, 7.72694e+008, 5.52812e+010
1.4e+006, 2.83392e+008, 5.53863e+010
1.41e+006, -2.05933e+008, 5.54871e+010
1.42e+006, -6.95241e+008, 5.55836e+010
1.43e+006, -1.1845e+009, 5.56758e+010
1.44e+006, -1.67366e+009, 5.57638e+010
1.45e+006, -2.1627e+009, 5.58474e+010
1.46e+006, -2.65157e+009, 5.59269e+010
1.47e+006, -3.14024e+009, 5.6002e+010
1.48e+006, -3.62867e+009, 5.6073e+010
1.49e+006, -4.11684e+009, 5.61398e+010
1.5e+006, -4.60469e+009, 5.62024e+010
1.51e+006, -5.09221e+009, 5.62608e+010
1.52e+006, -5.57935e+009, 5.63151e+010
1.53e+006, -6.06608e+009, 5.63653e+010
1.54e+006, -6.55237e+009, 5.64114e+010
1.55e+006, -7.03819e+009, 5.64533e+010
1.56e+006, -7.5235e+009, 5.64912e+010
1.57e+006, -8.00826e+009, 5.65251e+010
1.58e+006, -8.49246e+009, 5.65549e+010
1.59e+006, -8.97605e+009, 5.65807e+010
1.6e+006, -9.45902e+009, 5.66025e+010
1.61e+006, -9.94131e+009, 5.66204e+010
1.62e+006, -1.04229e+010, 5.66342e+010
1.63e+006, -1.09038e+010, 5.66442e+010
1.64e+006, -1.13839e+010, 5.66502e+010
1.65e+006, -1.18633e+010, 5.66523e+010
1.66e+006, -1.23418e+010, 5.66506e+010
1.67e+006, -1.28195e+010, 5.6645e+010
1.68e+006, -1.32963e+010, 5.66355e+010
1.69e+006, -1.37722e+010, 5.66222e+010
1.7e+006, -1.42472e+010, 5.66052e+010
1.71e+006, -1.47212e+010, 5.65843e+010
1.72e+006, -1.51943e+010, 5.65597e+010
1.73e+006, -1.56664e+010, 5.65314e+010
1.74e+006, -1.61374e+010, 5.64993e+010
1.75e+006, -1.66074e+010, 5.64636e+010
1.76e+006, -1.70763e+010, 5.64241e+010
1.77e+006, -1.75441e+010, 5.6381e+010
1.78e+006, -1.80107e+010, 5.63343e+010
1.79e+006, -1.84762e+010, 5.6284e+010
1.8e+006, -1.89406e+010, 5.623e+010
1.81e+006, -1.94037e+010, 5.61725e+010
1.82e+006, -1.98656e+010, 5.61114e+010
1.83e+006, -2.03262e+010, 5.60469e+010
1.84e+006, -2.07856e+010, 5.59787e+010
1.85e+006, -2.12437e+010, 5.59071e+010
1.86e+006, -2.17004e+010, 5.58321e+010
1.87e+006, -2.21558e+010, 5.57536e+010
1.88e+006, -2.26099e+010, 5.56716e+010
1.89e+006, -2.30625e+010, 5.55863e+010
1.9e+006, -2.35138e+010, 5.54975e+010
1.91e+006, -2.39636e+010, 5.54054e+010
1.92e+006, -2.4412e+010, 5.531e+010
1.93e+006, -2.4859e+010, 5.52112e+010
1.94e+006, -2.53044e+010, 5.51092e+010
1.95e+006, -2.57483e+010, 5.50038e+010
1.96e+006, -2.61907e+010, 5.48952e+010
1.97e+006, -2.66316e+010, 5.47833e+010
1.98e+006, -2.70709e+010, 5.46683e+010
1.99e+006, -2.75086e+010, 5.455e+010
2e+006, -2.79447e+010, 5.44286e+010
2.01e+006, -2.83792e+010, 5.4304e+010
2.02e+006, -2.88121e+010, 5.41763e+010
2.03e+006, -2.92433e+010, 5.40454e+010
2.04e+006, -2.96728e+010, 5.39115e+010
2.05e+006, -3.01006e+010, 5.37745e+010
2.06e+006, -3.05268e+010, 5.36344e+010
2.07e+006, -3.09512e+010, 5.34913e+010
2.08e+006, -3.13738e+010, 5.33452e+010
2.09e+006, -3.17947e+010, 5.31962e+010
2.1e+006, -3.22139e+010, 5.30441e+010
2.11e+006, -3.26312e+010, 5.28891e+010
2.12e+006, -3.30467e+010, 5.27312e+010
2.13e+006, -3.34605e+010, 5.25704e+010
2.14e+006, -3.38723e+010, 5.24067e+010
2.15e+006, -3.42824e+010, 5.22401e+010
2.16e+006, -3.46905e+010, 5.20707e+010
2.17e+006, -3.50968e+010, 5.18984e+010
2.18e+006, -3.55012e+010, 5.17234e+010
2.19e+006, -3.59037e+010, 5.15456e+010
2.2e+006, -3.63043e+010, 5.1365e+010
2.21e+006, -3.67029e+010, 5.11817e+010
2.22e+006, -3.70995e+010, 5.09956e+010
2.23e+006, -3.74943e+010, 5.08069e+010
2.24e+006, -3.7887e+010, 5.06155e+010
2.25e+006, -3.82777e+010, 5.04214e+010
2.26e+006, -3.86665e+010, 5.02247e+010
2.27e+006, -3.90532e+010, 5.00253e+010
2.28e+006, -3.94379e+010, 4.98234e+010
2.29e+006, -3.98205e+010, 4.96189e+010
2.3e+006, -4.02011e+010, 4.94118e+010
2.31e+006, -4.05797e+010, 4.92022e+010
2.32e+006, -4.09561e+010, 4.89901e+010
2.33e+006, -4.13305e+010, 4.87755e+010
2.34e+006, -4.17028e+010, 4.85584e+010
2.35e+006, -4.20729e+010, 4.83388e+010
2.36e+006, -4.2441e+010, 4.81168e+010
2.37e+006, -4.28069e+010, 4.78924e+010
2.38e+006, -4.31706e+010, 4.76656e+010
2.39e+006, -4.35322e+010, 4.74364e+010
2.4e+006, -4.38917e+010, 4.72048e+010
2.41e+006, -4.42489e+010, 4.69709e+010
2.42e+006, -4.4604e+010, 4.67347e+010
2.43e+006, -4.49569e+010, 4.64962e+010
2.44e+006, -4.53076e+010, 4.62554e+010
2.45e+006, -4.5656e+010, 4.60124e+010
2.46e+006, -4.60023e+010, 4.57671e+010
2.47e+006, -4.63463e+010, 4.55195e+010
2.48e+006, -4.6688e+010, 4.52698e+010
2.49e+006, -4.70275e+010, 4.50179e+010
2.5e+006, -4.73648e+010, 4.47638e+010
2.51e+006, -4.76997e+010, 4.45076e+010
2.52e+006, -4.80324e+010, 4.42492e+010
2.53e+006, -4.83628e+010, 4.39887e+010
2.54e+006, -4.86909e+010, 4.37262e+010
2.55e+006, -4.90167e+010, 4.34616e+010
2.56e+006, -4.93402e+010, 4.31949e+010
2.57e+006, -4.96613e+010, 4.29262e+010
2.58e+006, -4.99801e+010, 4.26554e+010
2.59e+006, -5.02966e+010, 4.23827e+010
2.6e+006, -5.06108e+010, 4.2108e+010
2.61e+006, -5.09226e+010, 4.18314e+010
2.62e+006, -5.1232e+010, 4.15528e+010
2.63e+006, -5.1539e+010, 4.12722e+010
2.64e+006, -5.18437e+010, 4.09898e+010
2.65e+006, -5.2146e+010, 4.07055e+010
2.66e+006, -5.24459e+010, 4.04193e+010
2.67e+006, -5.27434e+010, 4.01313e+010
2.68e+006, -5.30385e+010, 3.98414e+010
2.69e+006, -5.33312e+010, 3.95498e+010
2.7e+006, -5.36214e+010, 3.92563e+010
2.71e+006, -5.39093e+010, 3.89611e+010
2.72e+006, -5.41947e+010, 3.86641e+010
2.73e+006, -5.44777e+010, 3.83653e+010
2.74e+006, -5.47582e+010, 3.80649e+010
2.75e+006, -5.50363e+010, 3.77627e+010
2.76e+006, -5.53119e+010, 3.74589e+010
2.77e+006, -5.5585e+010, 3.71534e+010
2.78e+006, -5.58557e+010, 3.68462e+010
2.79e+006, -5.61239e+010, 3.65374e+010
2.8e+006, -5.63896e+010, 3.6227e+010
2.81e+006, -5.66529e+010, 3.5915e+010
2.82e+006, -5.69136e+010, 3.56014e+010
2.83e+006, -5.71719e+010, 3.52862e+010
2.84e+006, -5.74276e+010, 3.49695e+010
2.85e+006, -5.76809e+010, 3.46513e+010
2.86e+006, -5.79316e+010, 3.43316e+010
2.87e+006, -5.81798e+010, 3.40103e+010
2.88e+006, -5.84255e+010, 3.36876e+010
2.89e+006, -5.86687e+010, 3.33635e+010
2.9e+006, -5.89093e+010, 3.30379e+010
2.91e+006, -5.91474e+010, 3.27108e+010
2.92e+006, -5.93829e+010, 3.23824e+010
2.93e+006, -5.96159e+010, 3.20526e+010
2.94e+006, -5.98463e+010, 3.17214e+010
2.95e+006, -6.00742e+010, 3.13889e+010
2.96e+006, -6.02995e+010, 3.1055e+010
2.97e+006, -6.05223e+010, 3.07198e+010
2.98e+006, -6.07425e+010, 3.03833e+010
2.99e+006, -6.09601e+010, 3.00455e+010
3e+006, -6.11751e+010, 2.97064e+010
3.01e+006, -6.13876e+010, 2.93661e+010
3.02e+006, -6.15975e+010, 2.90245e+010
3.03e+006, -6.18047e+010, 2.86817e+010
3.04e+006, -6.20094e+010, 2.83377e+010
3.05e+006, -6.22115e+010, 2.79926e+010
3.06e+006, -6.2411e+010, 2.76462e+010
3.07e+006, -6.26079e+010, 2.72987e+010
3.08e+006, -6.28022e+010, 2.69501e+010
3.09e+006, -6.29938e+010, 2.66003e+010
3.1e+006, -6.31829e+010, 2.62495e+010
3.11e+006, -6.33693e+010, 2.58975e+010
3.12e+006, -6.35531e+010, 2.55445e+010
3.13e+006, -6.37343e+010, 2.51904e+010
3.14e+006, -6.39128e+010, 2.48353e+010
3.15e+006, -6.40887e+010, 2.44792e+010
3.16e+006, -6.4262e+010, 2.4122e+010
3.17e+006, -6.44327e+010, 2.37639e+010
3.18e+006, -6.46007e+010, 2.34048e+010
3.19e+006, -6.4766e+010, 2.30447e+010
3.2e+006, -6.49287e+010, 2.26837e+010
3.21e+006, -6.50888e+010, 2.23218e+010
3.22e+006, -6.52462e+010, 2.1959e+010
3.23e+006, -6.54009e+010, 2.15952e+010
3.24e+006, -6.5553e+010, 2.12306e+010
3.25e+006, -6.57025e+010, 2.08651e+010
3.26e+006, -6.58493e+010, 2.04988e+010
3.27e+006, -6.59934e+010, 2.01317e+010
3.28e+006, -6.61348e+010, 1.97637e+010
3.29e+006, -6.62736e+010, 1.93949e+010
3.3e+006, -6.64097e+010, 1.90254e+010
3.31e+006, -6.65431e+010, 1.86551e+010
3.32e+006, -6.66739e+010, 1.8284e+010
3.33e+006, -6.68019e+010, 1.79122e+010
3.34e+006, -6.69273e+010, 1.75397e+010
3.35e+006, -6.705e+010, 1.71665e+010
3.36e+006, -6.717e+010, 1.67926e+010
3.37e+006, -6.72874e+010, 1.6418e+010
3.38e+006, -6.7402e+010, 1.60428e+010
3.39e+006, -6.7514e+010, 1.56669e+010
3.4e+006, -6.76233e+010, 1.52904e+010
3.41e+006, -6.77298e+010, 1.49133e+010
3.42e+006, -6.78337e+010, 1.45356e+010
3.43e+006, -6.79349e+010, 1.41573e+010
3.44e+006, -6.80334e+010, 1.37785e+010
3.45e+006, -6.81291e+010, 1.33991e+010
3.46e+006, -6.82222e+010, 1.30192e+010
3.47e+006, -6.83126e+010, 1.26388e+010
3.48e+006, -6.84003e+010, 1.22578e+010
3.49e+006, -6.84852e+010, 1.18764e+010
3.5e+006, -6.85675e+010, 1.14945e+010
3.51e+006, -6.8647e+010, 1.11122e+010
3.52e+006, -6.87239e+010, 1.07294e+010
3.53e+006, -6.8798e+010, 1.03462e+010
3.54e+006, -6.88694e+010, 9.96257e+009
3.55e+006, -6.89381e+010, 9.57857e+009
3.56e+006, -6.90041e+010, 9.19419e+009
3.57e+006, -6.90673e+010, 8.80944e+009
3.58e+006, -6.91279e+010, 8.42435e+009
3.59e+006, -6.91857e+010, 8.03893e+009
3.6e+006, -6.92408e+010, 7.65319e+009
3.61e+006, -6.92932e+010, 7.26715e+009
3.62e+006, -6.93429e+010, 6.88083e+009
3.63e+006, -6.93899e+010, 6.49424e+009
3.64e+006, -6.94341e+010, 6.10739e+009
3.65e+006, -6.94756e+010, 5.7203e+009
3.66e+006, -6.95144e+010, 5.33299e+009
3.67e+006, -6.95505e+010, 4.94547e+009
3.68e+006, -6.95838e+010, 4.55775e+009
3.69e+006, -6.96145e+010, 4.16986e+009
3.7e+006, -6.96424e+010, 3.78181e+009
3.71e+006, -6.96675e+010, 3.3936e+009
3.72e+006, -6.969e+010, 3.00527e+009
3.73e+006, -6.97097e+010, 2.61681e+009
3.74e+006, -6.97267e+010, 2.22825e+009
3.75e+006, -6.97409e+010, 1.83961e+009
3.76e+006, -6.97525e+010, 1.4509e+009
3.77e+006, -6.97613e+010, 1.06212e+009
3.78e+006, -6.97674e+010, 6.73309e+008
3.79e+006, -6.97707e+010, 2.84469e+008
3.8e+006, -6.97714e+010, -1.04382e+008
3.81e+006, -6.97693e+010, -4.93229e+008
3.82e+006, -6.97645e+010, -8.82057e+008
3.83e+006, -6.97569e+010, -1.27085e+009
3.84e+006, -6.97466e+010, -1.65959e+009
3.85e+006, -6.97336e+010, -2.04827e+009
3.86e+006, -6.97179e+010, -2.43687e+009
3.87e+006, -6.96994e+010, -2.82538e+009
3.88e+006, -6.96783e+010, -3.21377e+009
3.89e+006, -6.96544e+010, -3.60204e+009
3.9e+006, -6.96277e+010, -3.99016e+009
3.91e+006, -6.95984e+010, -4.37813e+009
3.92e+006, -6.95663e+010, -4.76593e+009
3.93e+006, -6.95315e+010, -5.15354e+009
3.94e+006, -6.94939e+010, -5.54095e+009
3.95e+006, -6.94537e+010, -5.92815e+009
3.96e+006, -6.94107e+010, -6.31511e+009
3.97e+006, -6.9365e+010, -6.70182e+009
3.98e+006, -6.93166e+010, -7.08827e+009
3.99e+006, -6.92655e+010, -7.47444e+009
4e+006, -6.92116e+010, -7.86032e+009
4.01e+006, -6.9155e+010, -8.24589e+009
4.02e+006, -6.90957e+010, -8.63114e+009
4.03e+006, -6.90337e+010, -9.01604e+009
4.04e+006, -6.8969e+010, -9.4006e+009
4.05e+006, -6.89015e+010, -9.78478e+009
4.06e+006, -6.88314e+010, -1.01686e+010
4.07e+006, -6.87585e+010, -1.0552e+010
4.08e+006, -6.86829e+010, -1.09349e+010
4.09e+006, -6.86046e+010, -1.13175e+010
4.1e+006, -6.85236e+010, -1.16996e+010
4.11e+006, -6.84399e+010, -1.20812e+010
4.12e+006, -6.83535e+010, -1.24624e+010
4.13e+006, -6.82644e+010, -1.28431e+010
4.14e+006, -6.81726e+010, -1.32232e+010
4.15e+006, -6.8078e+010, -1.36029e+010
4.16e+006, -6.79808e+010, -1.3982e+010
4.17e+006, -6.78809e+010, -1.43605e+010
4.18e+006, -6.77783e+010, -1.47385e+010
4.19e+006, -6.76729e+010, -1.51158e+010
4.2e+006, -6.75649e+010, -1.54926e+010
4.21e+006, -6.74542e+010, -1.58688e+010
4.22e+006, -6.73408e+010, -1.62443e+010
4.23e+006, -6.72247e+010, -1.66192e+010
4.24e+006, -6.71059e+010, -1.69934e+010
4.25e+006, -6.69845e+010, -1.7367e+010
4.26e+006, -6.68603e+010, -1.77398e+010
4.27e+006, -6.67335e+010, -1.81119e+010
4.28e+006, -6.6604e+010, -1.84833e+010
4.29e+006, -6.64718e+010, -1.8854e+010
4.3e+006, -6.63369e+010, -1.92239e+010
4.31e+006, -6.61994e+010, -1.9593e+010
4.32e+006, -6.60592e+010, -1.99613e+010
4.33e+006, -6.59163e+010, -2.03289e+010
4.34e+006, -6.57708e+010, -2.06956e+010
4.35e+006, -6.56226e+010, -2.10614e+010
4.36e+006, -6.54717e+010, -2.14265e+010
4.37e+006, -6.53182e+010, -2.17906e+010
4.38e+006, -6.5162e+010, -2.21539e+010
4.39e+006, -6.50032e+010, -2.25162e+010
4.4e+006, -6.48417e+010, -2.28777e+010
4.41e+006, -6.46776e+010, -2.32382e+010
4.42e+006, -6.45108e+010, -2.35977e+010
4.43e+006, -6.43414e+010, -2.39563e+010
4.44e+006, -6.41693e+010, -2.43139e+010
4.45e+006, -6.39946e+010, -2.46705e+010
4.46e+006, -6.38173e+010, -2.50261e+010
4.47e+006, -6.36373e+010, -2.53807e+010
4.48e+006, -6.34547e+010, -2.57342e+010
4.49e+006, -6.32695e+010, -2.60866e+010
4.5e+006, -6.30817e+010, -2.6438e+010
4.51e+006, -6.28912e+010, -2.67882e+010
4.52e+006, -6.26982e+010, -2.71374e+010
4.53e+006, -6.25025e+010, -2.74854e+010
4.54e+006, -6.23042e+010, -2.78323e+010
4.55e+006, -6.21033e+010, -2.8178e+010
4.56e+006, -6.18999e+010, -2.85226e+010
4.57e+006, -6.16938e+010, -2.88659e+010
4.58e+006, -6.14851e+010, -2.9208e+010
4.59e+006, -6.12739e+010, -2.95489e+010
4.6e+006, -6.106e+010, -2.98886e+010
4.61e+006, -6.08436e+010, -3.0227e+010
4.62e+006, -6.06246e+010, -3.05641e+010
4.63e+006, -6.0403e+010, -3.08999e+010
4.64e+006, -6.01789e+010, -3.12344e+010
4.65e+006, -5.99522e+010, -3.15676e+010
4.66e+006, -5.97229e+010, -3.18994e+010
4.67e+006, -5.94911e+010, -3.22298e+010
4.68e+006, -5.92568e+010, -3.25589e+010
4.69e+006, -5.90199e+010, -3.28866e+010
4.7e+006, -5.87804e+010, -3.32129e+010
4.71e+006, -5.85384e+010, -3.35377e+010
4.72e+006, -5.82939e+010, -3.38611e+010
4.73e+006, -5.80469e+010, -3.4183e+010
4.74e+006, -5.77973e+010, -3.45034e+010
4.75e+006, -5.75452e+010, -3.48223e+010
4.76e+006, -5.72906e+010, -3.51397e+010
4.77e+006, -5.70335e+010, -3.54556e+010
4.78e+006, -5.6774e+010, -3.57699e+010
4.79e+006, -5.65119e+010, -3.60827e+010
4.8e+006, -5.62473e+010, -3.63938e+010
4.81e+006, -5.59802e+010, -3.67034e+010
4.82e+006, -5.57107e+010, -3.70113e+010
4.83e+006, -5.54387e+010, -3.73176e+010
4.84e+006, -5.51642e+010, -3.76222e+010
4.85e+006, -5.48873e+010, -3.79251e+010
4.86e+006, -5.46079e+010, -3.82264e+010
4.87e+006, -5.4326e+010, -3.85259e+010
4.88e+006, -5.40418e+010, -3.88237e+010
4.89e+006, -5.37551e+010, -3.91198e+010
4.9e+006, -5.34659e+010, -3.94141e+010
4.91e+006, -5.31743e+010, -3.97066e+010
4.92e+006, -5.28804e+010, -3.99973e+010
4.93e+006, -5.2584e+010, -4.02862e+010
4.94e+006, -5.22852e+010, -4.05732e+010
4.95e+006, -5.1984e+010, -4.08584e+010
4.96e+006, -5.16804e+010, -4.11417e+010
4.97e+006, -5.13745e+010, -4.14231e+010
4.98e+006, -5.10662e+010, -4.17026e+010
4.99e+006, -5.07555e+010, -4.19801e+010
5e+006, -5.04424e+010, -4.22557e+010
5.01e+006, -5.0127e+010, -4.25294e+010
5.02e+006, -4.98093e+010, -4.2801e+010
5.03e+006, -4.94892e+010, -4.30707e+010
5.04e+006, -4.91668e+010, -4.33383e+010
5.05e+006, -4.88421e+010, -4.36039e+010
5.06e+006, -4.8515e+010, -4.38674e+010
5.07e+006, -4.81857e+010, -4.41288e+010
5.08e+006, -4.78541e+010, -4.43882e+010
5.09e+006, -4.75202e+010, -4.46454e+010
5.1e+006, -4.7184e+010, -4.49005e+010
5.11e+006, -4.68455e+010, -4.51534e+010
5.12e+006, -4.65048e+010, -4.54041e+010
5.13e+006, -4.61619e+010, -4.56527e+010
5.14e+006, -4.58167e+010, -4.5899e+010
5.15e+006, -4.54692e+010, -4.61431e+010
5.16e+006, -4.51196e+010, -4.6385e+010
5.17e+006, -4.47677e+010, -4.66245e+010
5.18e+006, -4.44137e+010, -4.68618e+010
5.19e+006, -4.40574e+010, -4.70968e+010
5.2e+006, -4.3699e+010, -4.73294e+010
5.21e+006, -4.33384e+010, -4.75597e+010
5.22e+006, -4.29756e+010, -4.77877e+010
5.23e+006, -4.26107e+010, -4.80132e+010
5.24e+006, -4.22436e+010, -4.82363e+010
5.25e+006, -4.18745e+010, -4.8457e+010
5.26e+006, -4.15032e+010, -4.86752e+010
5.27e+006, -4.11298e+010, -4.8891e+010
5.28e+006, -4.07543e+010, -4.91043e+010
5.29e+006, -4.03767e+010, -4.93151e+010
5.3e+006, -3.99971e+010, -4.95233e+010
5.31e+006, -3.96154e+010, -4.9729e+010
5.32e+006, -3.92316e+010, -4.99321e+010
5.33e+006, -3.88458e+010, -5.01327e+010
5.34e+006, -3.8458e+010, -5.03306e+010
5.35e+006, -3.80682e+010, -5.05259e+010
5.36e+006, -3.76764e+010, -5.07186e+010
5.37e+006, -3.72826e+010, -5.09086e+010
5.38e+006, -3.68868e+010, -5.10959e+010
5.39e+006, -3.64891e+010, -5.12804e+010
5.4e+006, -3.60894e+010, -5.14623e+010
5.41e+006, -3.56879e+010, -5.16414e+010
5.42e+006, -3.52843e+010, -5.18177e+010
5.43e+006, -3.48789e+010, -5.19913e+010
5.44e+006, -3.44716e+010, -5.2162e+010
5.45e+006, -3.40625e+010, -5.23299e+010
5.46e+006, -3.36514e+010, -5.24949e+010
5.47e+006, -3.32386e+010, -5.26571e+010
5.48e+006, -3.28239e+010, -5.28163e+010
5.49e+006, -3.24074e+010, -5.29727e+010
5.5e+006, -3.19891e+010, -5.31261e+010
5.51e+006, -3.1569e+010, -5.32766e+010
5.52e+006, -3.11471e+010, -5.3424e+010
5.53e+006, -3.07235e+010, -5.35685e+010
5.54e+006, -3.02982e+010, -5.371e+010
5.55e+006, -2.98711e+010, -5.38484e+010
5.56e+006, -2.94424e+010, -5.39838e+010
5.57e+006, -2.9012e+010, -5.4116e+010
5.58e+006, -2.85799e+010, -5.42452e+010
5.59e+006, -2.81462e+010, -5.43713e+010
5.6e+006, -2.77108e+010, -5.44942e+010
5.61e+006, -2.72738e+010, -5.46139e+010
5.62e+006, -2.68352e+010, -5.47305e+010
5.63e+006, -2.63951e+010, -5.48438e+010
5.64e+006, -2.59534e+010, -5.49539e+010
5.65e+006, -2.55102e+010, -5.50608e+010
5.66e+006, -2.50654e+010, -5.51644e+010
5.67e+006, -2.46192e+010, -5.52647e+010
5.68e+006, -2.41715e+010, -5.53616e+010
5.69e+006, -2.37223e+010, -5.54553e+010
5.7e+006, -2.32717e+010, -5.55456e+010
5.71e+006, -2.28197e+010, -5.56325e+010
